user_supplied_name,submitted_name,matched_name,data_source_title,score
Sambusus nigra,Sambusus nigra,Sambucus nigra L.,Belgian Species List,0.75
Sambusus nigra,Sambusus nigra,Sambucus nigra L.,EUNIS,0.75
Sambusus nigra,Sambusus nigra,Sambucus nigra,CU*STAR,0.75
Sambusus nigra,Sambusus nigra,Sambucus nigra L.,BioLib.cz,0.75
Sambusus nigra,Sambusus nigra,Sambucus nigra L.,Tropicos - Missouri Botanical Garden,0.75
Sambusus nigra,Sambusus nigra,Sambucus nigra L.,nlbif,0.75
Sambusus nigra,Sambusus nigra,Sambucus nigra,nlbif,0.75
Sambusus nigra,Sambusus nigra,Sambucus nigra L.,The International Plant Names Index,0.75
Sambusus nigra,Sambusus nigra,Sambucus nigra Marshall,The International Plant Names Index,0.75
Sambusus nigra,Sambusus nigra,Sambucus nigra Thunb.,The International Plant Names Index,0.75
Sambusus nigra,Sambusus nigra,Sambucus nigra Lour.,The International Plant Names Index,0.75
Sambusus nigra,Sambusus nigra,Sambucus nigra L.,uBio NameBank,0.75
Sambusus nigra,Sambusus nigra,Sambucus nigra,uBio NameBank,0.75
Sambusus nigra,Sambusus nigra,Sambucus nigra 'Variegata' Pursh,uBio NameBank,0.75
Sambusus nigra,Sambusus nigra,Sambucus nigra Marsh.,uBio NameBank,0.75
Sambusus nigra,Sambusus nigra,Sambucus nigra,Arctos,0.75
Sambusus nigra,Sambusus nigra,Sambucus nigra L.,"Checklist da Flora de Portugal (Continental, Açores e Madeira)",0.75
Sambusus nigra,Sambusus nigra,Sambucus nigra,Open Tree of Life Reference Taxonomy,0.75
Sambusus nigra,Sambusus nigra,Sambucus nigra,iNaturalist,0.75
Sambusus nigra,Sambusus nigra,Sambucus nigra Linnaeus,PLAZI treatments,0.75
Sambusus nigra,Sambusus nigra,Sambucus nigra Linnaeus 1753,PLAZI treatments,0.75
Sambusus nigra,Sambusus nigra,"Sambucus nigra Linnaeus, 1753",PLAZI treatments,0.75
Sander vitreum,Sander vitreum,Sander vitreum,Index to Organism Names,0.988
Sanvitalia abertii,Sanvitalia abertii,Sanvitalia abertii,National Center for Biotechnology Information,0.988
Sanvitalia abertii,Sanvitalia abertii,Sanvitalia abertii,Freebase,0.988
Sanvitalia abertii,Sanvitalia abertii,Sanvitalia abertii,Encyclopedia of Life,0.988
Sanvitalia abertii,Sanvitalia abertii,Sanvitalia abertii,uBio NameBank,0.988
Sanvitalia abertii,Sanvitalia abertii,Sanvitalia abertii,Arctos,0.988
Sanvitalia abertii,Sanvitalia abertii,Sanvitalia abertii,Open Tree of Life Reference Taxonomy,0.988
Sanvitalia abertii,Sanvitalia abertii,Sanvitalia abertii A. Gray,Integrated Taxonomic Information SystemITIS,0.988
Sanvitalia abertii,Sanvitalia abertii,Sanvitalia abertii A. Gray,GRIN Taxonomy for Plants,0.988
Sanvitalia abertii,Sanvitalia abertii,Sanvitalia abertii Gray,The Interim Register of Marine and Nonmarine Genera,0.988
Sanvitalia abertii,Sanvitalia abertii,Sanvitalia abertii A.Gray,GBIF Backbone Taxonomy,0.988
Sanvitalia abertii,Sanvitalia abertii,Sanvitalia abertii A. Gray,USDA NRCS PLANTS Database,0.988
Sanvitalia abertii,Sanvitalia abertii,Sanvitalia abertii Gray,BioLib.cz,0.988
Sanvitalia abertii,Sanvitalia abertii,Sanvitalia abertii A. Gray,Tropicos - Missouri Botanical Garden,0.988
Sanvitalia abertii,Sanvitalia abertii,Sanvitalia abertii Gray,nlbif,0.988
Sanvitalia abertii,Sanvitalia abertii,Sanvitalia abertii A. Gray,uBio NameBank,0.988
Sanvitalia abertii,Sanvitalia abertii,Sanvitalia abertii Gray,uBio NameBank,0.988
Sapium broadleaf,Sapium broadleaf,Sapium,Catalogue of Life - June 2021,0.75
Sapium broadleaf,Sapium broadleaf,"Sapium P.Browne, Civ. Nat. Hist. Jamaica",Wikispecies,0.75
Sapium broadleaf,Sapium broadleaf,Sapium Jacq.,Integrated Taxonomic Information SystemITIS,0.75
Sapium broadleaf,Sapium broadleaf,Sapium,National Center for Biotechnology Information,0.75
Sapium broadleaf,Sapium broadleaf,Sapium Jacq.,GRIN Taxonomy for Plants,0.75
Sapium broadleaf,Sapium broadleaf,Sapium,Union 4,0.75
Sapium broadleaf,Sapium broadleaf,"Sapium P. Browne, 1756",The Interim Register of Marine and Nonmarine Genera,0.75
Sapium broadleaf,Sapium broadleaf,"Sapium N.J. Jacquin, 1760",The Interim Register of Marine and Nonmarine Genera,0.75
Sapium broadleaf,Sapium broadleaf,Sapium Jacq.,World Register of Marine Species,0.75
Sapium broadleaf,Sapium broadleaf,Sapium,Freebase,0.75
Sapium broadleaf,Sapium broadleaf,Sapium Jacq.,GBIF Backbone Taxonomy,0.75
Sapium broadleaf,Sapium broadleaf,Sapium P.Browne,GBIF Backbone Taxonomy,0.75
Sapium broadleaf,Sapium broadleaf,Sapium,Encyclopedia of Life,0.75
Sapium broadleaf,Sapium broadleaf,Sapium,Catalogue of Vascular Plant Species of Central and Northeastern Brazil,0.75
Sapium broadleaf,Sapium broadleaf,Sapium Jacq.,USDA NRCS PLANTS Database,0.75
Sapium broadleaf,Sapium broadleaf,Sapium,CU*STAR,0.75
Sapium broadleaf,Sapium broadleaf,Sapium P.Browne,BioLib.cz,0.75
Sapium broadleaf,Sapium broadleaf,Sapium Jacq.,Tropicos - Missouri Botanical Garden,0.75
Sapium broadleaf,Sapium broadleaf,Sapium P. Browne,Tropicos - Missouri Botanical Garden,0.75
Sapium broadleaf,Sapium broadleaf,Sapium,The International Plant Names Index,0.75
Sapium broadleaf,Sapium broadleaf,Sapium Jacq.,The International Plant Names Index,0.75
Sapium broadleaf,Sapium broadleaf,Sapium P.Browne,The International Plant Names Index,0.75
Sapium broadleaf,Sapium broadleaf,Sapium,uBio NameBank,0.75
Sapium broadleaf,Sapium broadleaf,Sapium Jacq.,uBio NameBank,0.75
Sapium broadleaf,Sapium broadleaf,"Sapium P. Browne, 1756",uBio NameBank,0.75
Sapium broadleaf,Sapium broadleaf,Sapium P. Browne,uBio NameBank,0.75
Sapium broadleaf,Sapium broadleaf,"Sapium N. J. Jacquin, 1760",uBio NameBank,0.75
Sapium broadleaf,Sapium broadleaf,Sapium,Arctos,0.75
Sapium broadleaf,Sapium broadleaf,Sapium,Open Tree of Life Reference Taxonomy,0.75
Sargocentron bullsi,Sargocentron bullsi,"Sargocentron bullisi (Woods, 1955)",Catalogue of Life - June 2021,0.75
Sargocentron bullsi,Sargocentron bullsi,"Sargocentron bullisi (Woods, 1955)",Integrated Taxonomic Information SystemITIS,0.75
Sargocentron bullsi,Sargocentron bullsi,Sargocentron bullisi,National Center for Biotechnology Information,0.75
Sargocentron bullsi,Sargocentron bullsi,"Sargocentron bullisi (Woods, 1955)",The Interim Register of Marine and Nonmarine Genera,0.75
Sargocentron bullsi,Sargocentron bullsi,"Sargocentron bullisi (Woods, 1955)",World Register of Marine Species,0.75
Sargocentron bullsi,Sargocentron bullsi,"Sargocentron bullisi (Woods, 1955)",GBIF Backbone Taxonomy,0.75
Sargocentron bullsi,Sargocentron bullsi,Sargocentron bullisi,Encyclopedia of Life,0.75
Sargocentron bullsi,Sargocentron bullsi,Sargocentron bullisi (Woods 1955),Catalog of Fishes,0.75
Sargocentron bullsi,Sargocentron bullsi,"Sargocentron bullisi (Woods, 1955)",FishBase,0.75
Sargocentron bullsi,Sargocentron bullsi,"Sargocentron bullisi (Woods, 1955)",BioLib.cz,0.75
Sargocentron bullsi,Sargocentron bullsi,"Sargocentron bullisi (Woods, 1955)",nlbif,0.75
Sargocentron bullsi,Sargocentron bullsi,"Sargocentron bullisi (Woods, 1955)",uBio NameBank,0.75
Sargocentron bullsi,Sargocentron bullsi,Sargocentron bullisi,uBio NameBank,0.75
Sargocentron bullsi,Sargocentron bullsi,Sargocentron bullisi,Arctos,0.75
Sargocentron bullsi,Sargocentron bullsi,Sargocentron bullisi,FishBase Cache,0.75
Sargocentron bullsi,Sargocentron bullsi,Sargocentron bullisi,Open Tree of Life Reference Taxonomy,0.75
Saurenchelys finitinus,Saurenchelys finitinus,"Saurenchelys finitimus (Whitley, 1935)",Catalogue of Life - June 2021,0.75
Saurenchelys finitinus,Saurenchelys finitinus,"Saurenchelys finitimus (Whitley, 1935)",Integrated Taxonomic Information SystemITIS,0.75
Saurenchelys finitinus,Saurenchelys finitinus,"Saurenchelys finitimus (Whitley, 1935)",Union 4,0.75
Saurenchelys finitinus,Saurenchelys finitinus,"Saurenchelys finitimus (Whitley, 1935)",The Interim Register of Marine and Nonmarine Genera,0.75
Saurenchelys finitinus,Saurenchelys finitinus,"Saurenchelys finitimus (Whitley, 1935)",World Register of Marine Species,0.75
Saurenchelys finitinus,Saurenchelys finitinus,"Saurenchelys finitimus (Whitley, 1935)",GBIF Backbone Taxonomy,0.75
Saurenchelys finitinus,Saurenchelys finitinus,Saurenchelys finitimus,Encyclopedia of Life,0.75
Saurenchelys finitinus,Saurenchelys finitinus,"Saurenchelys finitimus (Whitley, 1935)",OBIS,0.75
Saurenchelys finitinus,Saurenchelys finitinus,Saurenchelys finitimus (Whitley 1935),Catalog of Fishes,0.75
Saurenchelys finitinus,Saurenchelys finitinus,"Saurenchelys finitimus (Whitley, 1935)",FishBase,0.75
Saurenchelys finitinus,Saurenchelys finitinus,Saurenchelys finitimus,CU*STAR,0.75
Saurenchelys finitinus,Saurenchelys finitinus,"Saurenchelys finitimus (Whitley, 1935)",BioLib.cz,0.75
Saurenchelys finitinus,Saurenchelys finitinus,"Saurenchelys finitimus (Whitley, 1935)",nlbif,0.75
Saurenchelys finitinus,Saurenchelys finitinus,"Saurenchelys finitimus (Whitley, 1935)",uBio NameBank,0.75
Saurenchelys finitinus,Saurenchelys finitinus,Saurenchelys finitimus,uBio NameBank,0.75
Saurenchelys finitinus,Saurenchelys finitinus,Saurenchelys finitimus,Arctos,0.75
Saurenchelys finitinus,Saurenchelys finitinus,Saurenchelys finitimus,FishBase Cache,0.75
Saurenchelys finitinus,Saurenchelys finitinus,Saurenchelys finitimus,Open Tree of Life Reference Taxonomy,0.75
Saurida damaged,Saurida damaged,Saurida,Catalogue of Life - June 2021,0.75
Saurida damaged,Saurida damaged,"Saurida Valenciennes in Cuvier & Valenciennes, 1849",Wikispecies,0.75
Saurida damaged,Saurida damaged,"Saurida Valenciennes in Cuvier and Valenciennes, 1850",Integrated Taxonomic Information SystemITIS,0.75
Saurida damaged,Saurida damaged,Saurida,National Center for Biotechnology Information,0.75
Saurida damaged,Saurida damaged,Saurida aff. normani SN_3,National Center for Biotechnology Information,0.75
Saurida damaged,Saurida damaged,"Saurida Valenciennes in Cuvier and Valenciennes, 1849",Union 4,0.75
Saurida damaged,Saurida damaged,"Saurida Valenciennes in Cuvier & Valenciennes, 1850",The Interim Register of Marine and Nonmarine Genera,0.75
Saurida damaged,Saurida damaged,"Saurida Valenciennes, 1850",World Register of Marine Species,0.75
Saurida damaged,Saurida damaged,Saurida,Freebase,0.75
Saurida damaged,Saurida damaged,"Saurida Valenciennes, 1850",GBIF Backbone Taxonomy,0.75
Saurida damaged,Saurida damaged,Saurida,Encyclopedia of Life,0.75
Saurida damaged,Saurida damaged,Saurida (unprovided),Freshwater Animal Diversity Assessment - Normalized export,0.75
Saurida damaged,Saurida damaged,Saurida,CU*STAR,0.75
Saurida damaged,Saurida damaged,Saurida Valenciennes 1850,Bishop Museum,0.75
Saurida damaged,Saurida damaged,Saurida Valenciennes 1850 sec. Waples 1981,Bishop Museum,0.75
Saurida damaged,Saurida damaged,Saurida Valenciennes 1850 sec. Mundy 2005,Bishop Museum,0.75
Saurida damaged,Saurida damaged,Saurida Valenciennes 1850 sec. Dollfus 1936,Bishop Museum,0.75
Saurida damaged,Saurida damaged,Saurida Valenciennes 1850 sec. Longley 1935,Bishop Museum,0.75
Saurida damaged,Saurida damaged,Saurida Valenciennes 1850 sec. Eschmeyer 1998,Bishop Museum,0.75
Saurida damaged,Saurida damaged,Saurida Valenciennes 1850 sec. Norman 1935,Bishop Museum,0.75
Saurida damaged,Saurida damaged,Saurida Valenciennes 1850 sec. Eschmeyer 2004,Bishop Museum,0.75
Saurida damaged,Saurida damaged,Saurida Valenciennes 1850 sec. Norman 1939,Bishop Museum,0.75
Saurida damaged,Saurida damaged,Saurida Valenciennes 1850 sec. Macleay 1881,Bishop Museum,0.75
Saurida damaged,Saurida damaged,Saurida Valenciennes 1850 sec. Ramsay 1883,Bishop Museum,0.75
Saurida damaged,Saurida damaged,Saurida Valenciennes 1850 sec. Ogilby 1910,Bishop Museum,0.75
Saurida damaged,Saurida damaged,Saurida Valenciennes 1850 sec. Castelnau 1879,Bishop Museum,0.75
Saurida damaged,Saurida damaged,Saurida Valenciennes 1850 sec. Poey & Manday 2000,Bishop Museum,0.75
Saurida damaged,Saurida damaged,Saurida Valenciennes 1850 sec. Breder 1927,Bishop Museum,0.75
Saurida damaged,Saurida damaged,Saurida Valenciennes 1850 sec. Shindo & Yamada 1972,Bishop Museum,0.75
Saurida damaged,Saurida damaged,Saurida Valenciennes 1850 sec. Wu & Wang 1931,Bishop Museum,0.75
Saurida damaged,Saurida damaged,Saurida Valenciennes 1850 sec. Tanaka 1917,Bishop Museum,0.75
Saurida damaged,Saurida damaged,Saurida Valenciennes 1850 sec. Randall In Press,Bishop Museum,0.75
Saurida damaged,Saurida damaged,Saurida Valenciennes 1850 sec. Liénard 1891,Bishop Museum,0.75
Saurida damaged,Saurida damaged,Saurida Valenciennes 1850 sec. Jordan & Herre 1907,Bishop Museum,0.75
Saurida damaged,Saurida damaged,Saurida Valenciennes 1850 sec. Dutt & Sagar 1981,Bishop Museum,0.75
Saurida damaged,Saurida damaged,Saurida Valenciennes 1850 sec. Günther 1864,Bishop Museum,0.75
Saurida damaged,Saurida damaged,"Saurida Valenciennes, 1850",BioLib.cz,0.75
Saurida damaged,Saurida damaged,Saurida,Index to Organism Names,0.75
Saurida damaged,Saurida damaged,Saurida Cuvier & Valenciennes 1849,Index to Organism Names,0.75
Saurida damaged,Saurida damaged,Saurida Valenciennes 1849,Index to Organism Names,0.75
Saurida damaged,Saurida damaged,Saurida Valencienns 1849,Index to Organism Names,0.75
Saurida damaged,Saurida damaged,Saurida Valenciennes,Index to Organism Names,0.75
Saurida damaged,Saurida damaged,Saurida Valenciennes in Cuvier & Valenciennes 1849,Index to Organism Names,0.75
Saurida damaged,Saurida damaged,Saurida Valenciennes in Cuvier & Valenciennes 1850,Index to Organism Names,0.75
Saurida damaged,Saurida damaged,Saurida Cuvier & Valenc. 1849,Index to Organism Names,0.75
Saurida damaged,Saurida damaged,Saurida,uBio NameBank,0.75
Saurida damaged,Saurida damaged,"Saurida Valenciennes in Cuvier and Valenciennes, 1850",uBio NameBank,0.75
Saurida damaged,Saurida damaged,"Saurida Valenciennes in Cuvier and Valenciennes, 1849",uBio NameBank,0.75
Saurida damaged,Saurida damaged,Saurida Cuvier & Valenciennes 1849,uBio NameBank,0.75
Saurida damaged,Saurida damaged,Saurida Valenciennes 1849,uBio NameBank,0.75
Saurida damaged,Saurida damaged,Saurida Valencienns 1849,uBio NameBank,0.75
Saurida damaged,Saurida damaged,Saurida Valenciennes,uBio NameBank,0.75
Saurida damaged,Saurida damaged,Saurida,Arctos,0.75
Saurida damaged,Saurida damaged,Saurida,Open Tree of Life Reference Taxonomy,0.75
Saurida damaged,Saurida damaged,Saurida,Index Animalium,0.75
Saurida damaged,Saurida damaged,Saurida,PLAZI treatments,0.75
Saurida damaged,Saurida damaged,"Saurida Russell, 2015",PLAZI treatments,0.75
Saurida damaged,Saurida damaged,"Saurida Russell, Golani & Tikochinski, 2015",PLAZI treatments,0.75
Saxicola torquata,Saxicola torquata,Saxicola torquata,birds_of_tanzania,0.988
Saxicola torquata,Saxicola torquata,Saxicola torquata,CU*STAR,0.988
Saxicola torquata,Saxicola torquata,Saxicola torquata,IUCN Red List of Threatened Species,0.988
Saxicola torquata,Saxicola torquata,Saxicola torquata,Index to Organism Names,0.988
Saxicola torquata,Saxicola torquata,Saxicola torquata,uBio NameBank,0.988
Saxicola torquata,Saxicola torquata,Saxicola torquata,Arctos,0.988
Saxicola torquata,Saxicola torquata,Saxicola torquata,BirdLife International,0.988
Saxicola torquata,Saxicola torquata,Saxicola torquata,Open Tree of Life Reference Taxonomy,0.988
Saxicola torquata,Saxicola torquata,"Saxicola torquata (Linnaeus, 1766)",Catalogue of Life - June 2021,0.988
Saxicola torquata,Saxicola torquata,"Saxicola torquata (Linnaeus, 1766)",Integrated Taxonomic Information SystemITIS,0.988
Saxicola torquata,Saxicola torquata,Saxicola torquata (Linnaeus) 1766,Union 4,0.988
Saxicola torquata,Saxicola torquata,"Saxicola torquata (Linnaeus, 1766)",The Interim Register of Marine and Nonmarine Genera,0.988
Saxicola torquata,Saxicola torquata,"Saxicola torquata (Linnaeus, 1766)",GBIF Backbone Taxonomy,0.988
Saxicola torquata,Saxicola torquata,"Saxicola torquata Linnaeus, 1766",Belgian Species List,0.988
Saxicola torquata,Saxicola torquata,"Saxicola torquata (Linnaeus, 1766)",EUNIS,0.988
Saxicola torquata,Saxicola torquata,"Saxicola torquata (Linnaeus, 1766)",BioLib.cz,0.988
Saxicola torquata,Saxicola torquata,Saxicola torquata (Linnaeus ),Index to Organism Names,0.988
Saxicola torquata,Saxicola torquata,Saxicola torquata (Linnaeus 1766),Index to Organism Names,0.988
Saxicola torquata,Saxicola torquata,Saxicola torquata (Linnaeus 1758),Index to Organism Names,0.988
Saxicola torquata,Saxicola torquata,Saxicola torquata rubicola/hibernans,Index to Organism Names,0.988
Saxicola torquata,Saxicola torquata,Saxicola torquata Tsaratananae Milon 1951,Index to Organism Names,0.988
Saxicola torquata,Saxicola torquata,"Saxicola torquata (Linnaeus, 1766)",uBio NameBank,0.988
Saxicola torquata,Saxicola torquata,Saxicola torquata (Linnaeus) 1766,uBio NameBank,0.988
Saxicola torquata,Saxicola torquata,Saxicola torquata (Linnaeus),uBio NameBank,0.988
Saxicola torquata,Saxicola torquata,Saxicola torquata (Linnaeus 1766),The Paleobiology Database,0.988
Saxicola torquata,Saxicola torquata,"Saxicola torquata (Linnaeus, 1766)",MCZbase,0.988
Sayornis spec,Sayornis spec,"Sayornis Bonaparte, 1854",Catalogue of Life - June 2021,0.75
Sayornis spec,Sayornis spec,"Sayornis Bonaparte, 1854",Wikispecies,0.75
Sayornis spec,Sayornis spec,"Sayornis Bonaparte, 1854",Integrated Taxonomic Information SystemITIS,0.75
Sayornis spec,Sayornis spec,Sayornis,National Center for Biotechnology Information,0.75
Sayornis spec,Sayornis spec,Sayornis Bonaparte 1854,Union 4,0.75
Sayornis spec,Sayornis spec,"Sayornis Bonaparte, 1854",The Interim Register of Marine and Nonmarine Genera,0.75
Sayornis spec,Sayornis spec,"Sayornis Gray, 1855",The Interim Register of Marine and Nonmarine Genera,0.75
Sayornis spec,Sayornis spec,"Sayornis Bonaparte, 1854",World Register of Marine Species,0.75
Sayornis spec,Sayornis spec,Sayornis,Freebase,0.75
Sayornis spec,Sayornis spec,"Sayornis Bonaparte, 1854",GBIF Backbone Taxonomy,0.75
Sayornis spec,Sayornis spec,"Sayornis Gray, 1855",GBIF Backbone Taxonomy,0.75
Sayornis spec,Sayornis spec,Sayornis,Encyclopedia of Life,0.75
Sayornis spec,Sayornis spec,Sayornis,Birds of the World: Recommended English Names,0.75
Sayornis spec,Sayornis spec,Sayornis,CU*STAR,0.75
Sayornis spec,Sayornis spec,"Sayornis Bonaparte, 1854",BioLib.cz,0.75
Sayornis spec,Sayornis spec,Sayornis,Index to Organism Names,0.75
Sayornis spec,Sayornis spec,Sayornis n. brunnescens,Index to Organism Names,0.75
Sayornis spec,Sayornis spec,Sayornis,uBio NameBank,0.75
Sayornis spec,Sayornis spec,Sayornis Bonaparte 1854,uBio NameBank,0.75
Sayornis spec,Sayornis spec,Sayornis,Arctos,0.75
Sayornis spec,Sayornis spec,Sayornis,Open Tree of Life Reference Taxonomy,0.75
Scarus quoyii,Scarus quoyii,"Scarus quoyi Valenciennes, 1840",Catalogue of Life - June 2021,0.75
Scarus quoyii,Scarus quoyii,"Scarus quoyi () non Valenciennes, 1840",Catalogue of Life - June 2021,0.75
Scarus quoyii,Scarus quoyii,"Scarus quoyi Valenciennes, 1840",Wikispecies,0.75
Scarus quoyii,Scarus quoyii,"Scarus quoyi Valenciennes in Cuvier and Valenciennes, 1840",Integrated Taxonomic Information SystemITIS,0.75
Scarus quoyii,Scarus quoyii,Scarus quoyi,National Center for Biotechnology Information,0.75
Scarus quoyii,Scarus quoyii,"Scarus quoyi Valenciennes in Cuvier and Valenciennes, 1840",Union 4,0.75
Scarus quoyii,Scarus quoyii,"Scarus quoyi Valenciennes, 1840",The Interim Register of Marine and Nonmarine Genera,0.75
Scarus quoyii,Scarus quoyii,"Scarus quoyi Valenciennes, 1840",World Register of Marine Species,0.75
Scarus quoyii,Scarus quoyii,"Scarus quoyi Valenciennes, 1840",GBIF Backbone Taxonomy,0.75
Scarus quoyii,Scarus quoyii,Scarus quoyi,Encyclopedia of Life,0.75
Scarus quoyii,Scarus quoyii,Scarus quoyi Valenciennes in Cuvier & Valenciennes 1840,Catalog of Fishes,0.75
Scarus quoyii,Scarus quoyii,"Scarus quoyi Valenciennes, 1840",The National Checklist of Taiwan,0.75
Scarus quoyii,Scarus quoyii,"Scarus quoyi Valenciennes, 1840",FishBase,0.75
Scarus quoyii,Scarus quoyii,"Scarus quoyi (non Valenciennes, 1840)",FishBase,0.75
Scarus quoyii,Scarus quoyii,Scarus quoyi,CU*STAR,0.75
Scarus quoyii,Scarus quoyii,Scarus quoyi Valenciennes 1840,Bishop Museum,0.75
Scarus quoyii,Scarus quoyii,Scarus quoyi Valenciennes 1840 sec. Eschmeyer 2004,Bishop Museum,0.75
Scarus quoyii,Scarus quoyii,"Scarus quoyi Valenciennes, 1840",IUCN Red List of Threatened Species,0.75
Scarus quoyii,Scarus quoyii,"Scarus quoyi Valenciennes, 1840",BioLib.cz,0.75
Scarus quoyii,Scarus quoyii,"Scarus quoyi (non Valenciennes, 1840)",BioLib.cz,0.75
Scarus quoyii,Scarus quoyii,"Scarus quoyi Valenciennes, 1840",nlbif,0.75
Scarus quoyii,Scarus quoyii,Scarus quoyi,Index to Organism Names,0.75
Scarus quoyii,Scarus quoyii,Scarus quoyi Valenciennes,Index to Organism Names,0.75
Scarus quoyii,Scarus quoyii,Scarus quoyi Cuvier & Valenc. 1839,Index to Organism Names,0.75
Scarus quoyii,Scarus quoyii,"Scarus quoyi Valenciennes, 1840",uBio NameBank,0.75
Scarus quoyii,Scarus quoyii,"Scarus quoyi (non Valenciennes, 1840)",uBio NameBank,0.75
Scarus quoyii,Scarus quoyii,"Scarus quoyi Valenciennes in Cuvier and Valenciennes, 1840",uBio NameBank,0.75
Scarus quoyii,Scarus quoyii,Scarus quoyi,uBio NameBank,0.75
Scarus quoyii,Scarus quoyii,Scarus quoyi Valenciennes,uBio NameBank,0.75
Scarus quoyii,Scarus quoyii,Scarus quoyi,Arctos,0.75
Scarus quoyii,Scarus quoyii,Scarus quoyi,FishBase Cache,0.75
Scarus quoyii,Scarus quoyii,Scarus quoyi,Open Tree of Life Reference Taxonomy,0.75
Scarus quoyii,Scarus quoyii,Scarus quoyi,Index Animalium,0.75
Scarus quoyii,Scarus quoyii,Scarus quoyi Valenciennes in Cuvier & Valenciennes 1840,PLAZI treatments,0.75
Scarus quoyii,Scarus quoyii,Scarus quoyi Valenciennes 1840,PLAZI treatments,0.75
Scarus russellii,Scarus russellii,Scarus russellii,Freebase,0.988
Scarus schleigeli,Scarus schleigeli,"Scarus schlegeli (Bleeker, 1861)",Catalogue of Life - June 2021,0.75
Scarus schleigeli,Scarus schleigeli,"Scarus schlegeli (Bleeker, 1861)",Wikispecies,0.75
Scarus schleigeli,Scarus schleigeli,"Scarus schlegeli (Bleeker, 1861)",Integrated Taxonomic Information SystemITIS,0.75
Scarus schleigeli,Scarus schleigeli,Scarus schlegeli,National Center for Biotechnology Information,0.75
Scarus schleigeli,Scarus schleigeli,"Scarus schlegeli (Bleeker, 1861)",Union 4,0.75
Scarus schleigeli,Scarus schleigeli,"Scarus schlegeli (Bleeker, 1861)",The Interim Register of Marine and Nonmarine Genera,0.75
Scarus schleigeli,Scarus schleigeli,"Scarus schlegeli (Bleeker, 1861)",World Register of Marine Species,0.75
Scarus schleigeli,Scarus schleigeli,"Scarus schlegeli (Bleeker, 1861)",GBIF Backbone Taxonomy,0.75
Scarus schleigeli,Scarus schleigeli,Scarus schlegeli,Encyclopedia of Life,0.75
Scarus schleigeli,Scarus schleigeli,Scarus schlegeli (Bleeker 1861),Catalog of Fishes,0.75
Scarus schleigeli,Scarus schleigeli,"Scarus schlegeli (Bleeker, 1861)",The National Checklist of Taiwan,0.75
Scarus schleigeli,Scarus schleigeli,"Scarus schlegeli (Bleeker, 1861)",FishBase,0.75
Scarus schleigeli,Scarus schleigeli,Scarus schlegeli,CU*STAR,0.75
Scarus schleigeli,Scarus schleigeli,"Scarus schlegeli (Bleeker, 1861)",IUCN Red List of Threatened Species,0.75
Scarus schleigeli,Scarus schleigeli,"Scarus schlegeli (Bleeker, 1861)",BioLib.cz,0.75
Scarus schleigeli,Scarus schleigeli,"Scarus schlegeli (Bleeker, 1861)",nlbif,0.75
Scarus schleigeli,Scarus schleigeli,Scarus schlegeli,Index to Organism Names,0.75
Scarus schleigeli,Scarus schleigeli,Scarus schlegeli (Bleeker 1861),Index to Organism Names,0.75
Scarus schleigeli,Scarus schleigeli,Scarus schlegeli Schultz 1958,Index to Organism Names,0.75
Scarus schleigeli,Scarus schleigeli,"Scarus schlegeli (Bleeker, 1861)",uBio NameBank,0.75
Scarus schleigeli,Scarus schleigeli,Scarus schlegeli,uBio NameBank,0.75
Scarus schleigeli,Scarus schleigeli,Scarus schlegeli,Arctos,0.75
Scarus schleigeli,Scarus schleigeli,Scarus schlegeli,FishBase Cache,0.75
Scarus schleigeli,Scarus schleigeli,Scarus schlegeli,Open Tree of Life Reference Taxonomy,0.75
Scarus schleigeli,Scarus schleigeli,Scarus schlegeli,iNaturalist,0.75
Scarus schleigeli,Scarus schleigeli,Scarus schlegeli Bleeker 1861,PLAZI treatments,0.75
Scarus schleigeli,Scarus schleigeli,Scarus schlegelii,Index to Organism Names,0.75
Scarus schleigeli,Scarus schleigeli,Sparus schlegeli Bleek.,Index to Organism Names,0.75
Scarus schleigeli,Scarus schleigeli,Sparus schlegeli Blkr.,Index to Organism Names,0.75
Scarus schleigeli,Scarus schleigeli,Sparus schlegelii Blkr.,Index to Organism Names,0.75
Schinus weimanifolium,Schinus weimanifolium,Schinus weinmanifolius,Union 4,0.75
Schinus weimanifolium,Schinus weimanifolium,Schinus weinmanifolius,CU*STAR,0.75
Schinus weimanifolium,Schinus weimanifolium,Schinus weinmanifolius,uBio NameBank,0.75
Schinus weimanifolium,Schinus weimanifolium,Schinus weinmannifolius Mart. ex Engl.,Union 4,0.75
Schinus weimanifolium,Schinus weimanifolium,Schinus weinmannifolius,Encyclopedia of Life,0.75
Schinus weimanifolium,Schinus weimanifolium,Schinus weinmannifolius Mart. ex Engl.,Catalogue of Vascular Plant Species of Central and Northeastern Brazil,0.75
Schinus weimanifolium,Schinus weimanifolium,Schinus weinmannifolius,CU*STAR,0.75
Schinus weimanifolium,Schinus weimanifolium,Schinus weinmannifolius Engl.,Tropicos - Missouri Botanical Garden,0.75
Schinus weimanifolium,Schinus weimanifolium,Schinus weinmannifolius,The International Plant Names Index,0.75
Schinus weimanifolium,Schinus weimanifolium,Schinus weinmannifolius Mart. ex Engl.,uBio NameBank,0.75
